subscriber_id,cohort_month,activity_month,months_since_signup,watch_minutes,sessions
201575,2024-02-01,2024-04-01,2,450,9
201575,2024-02-01,2024-05-01,3,517,11
201575,2024-02-01,2024-06-01,4,246,9
201575,2024-02-01,2024-07-01,5,291,6
201576,2024-02-01,2024-02-01,0,0,8
201576,2024-02-01,2024-03-01,1,90,8
201576,2024-02-01,2024-04-01,2,64,3
201577,2024-02-01,2024-02-01,0,1078,7
201577,2024-02-01,2024-03-01,1,746,7
201577,2024-02-01,2024-04-01,2,785,8
201577,2024-02-01,2024-05-01,3,637,4
201577,2024-02-01,2024-06-01,4,706,11
201578,2024-02-01,2024-02-01,0,332,9
201578,2024-02-01,2024-03-01,1,420,8
201578,2024-02-01,2024-04-01,2,261,9
201578,2024-02-01,2024-05-01,3,322,11
201578,2024-02-01,2024-06-01,4,310,7
201578,2024-02-01,2024-07-01,5,253,8
201579,2024-02-01,2024-02-01,0,597,9
201579,2024-02-01,2024-03-01,1,384,6
201579,2024-02-01,2024-04-01,2,450,9
201579,2024-02-01,2024-05-01,3,513,7
201580,2024-02-01,2024-02-01,0,518,8
201580,2024-02-01,2024-03-01,1,459,12
201580,2024-02-01,2024-04-01,2,492,6
201581,2024-02-01,2024-02-01,0,352,7
201582,2024-02-01,2024-02-01,0,806,7
201582,2024-02-01,2024-03-01,1,865,7
201582,2024-02-01,2024-04-01,2,931,8
201582,2024-02-01,2024-05-01,3,880,8
201582,2024-02-01,2024-06-01,4,761,6
201583,2024-02-01,2024-02-01,0,485,7
201583,2024-02-01,2024-03-01,1,684,6
201584,2024-02-01,2024-02-01,0,842,8
201585,2024-02-01,2024-02-01,0,788,6
201585,2024-02-01,2024-03-01,1,494,5
201585,2024-02-01,2024-04-01,2,881,9
201586,2024-02-01,2024-02-01,0,324,10
201587,2024-02-01,2024-02-01,0,297,7
201588,2024-02-01,2024-02-01,0,541,11
201588,2024-02-01,2024-03-01,1,511,6
201588,2024-02-01,2024-04-01,2,329,6
201588,2024-02-01,2024-05-01,3,510,8
201589,2024-02-01,2024-02-01,0,676,13
201590,2024-02-01,2024-02-01,0,737,9
201591,2024-02-01,2024-02-01,0,595,11
201591,2024-02-01,2024-03-01,1,731,7
201591,2024-02-01,2024-04-01,2,705,8
201591,2024-02-01,2024-05-01,3,732,6
201591,2024-02-01,2024-06-01,4,735,6
201592,2024-02-01,2024-02-01,0,596,7
201592,2024-02-01,2024-03-01,1,505,9
201592,2024-02-01,2024-04-01,2,805,8
201592,2024-02-01,2024-05-01,3,571,6
201593,2024-02-01,2024-02-01,0,238,10
201593,2024-02-01,2024-03-01,1,352,4
201593,2024-02-01,2024-04-01,2,150,4
201593,2024-02-01,2024-05-01,3,172,5
201594,2024-02-01,2024-02-01,0,162,4
201595,2024-02-01,2024-02-01,0,337,10
201596,2024-02-01,2024-02-01,0,408,8
201597,2024-02-01,2024-02-01,0,441,10
201597,2024-02-01,2024-03-01,1,573,8
201597,2024-02-01,2024-04-01,2,452,10
201597,2024-02-01,2024-05-01,3,588,7
201598,2024-02-01,2024-02-01,0,342,7
201598,2024-02-01,2024-03-01,1,488,4
201598,2024-02-01,2024-04-01,2,299,5
201598,2024-02-01,2024-05-01,3,359,4
201599,2024-02-01,2024-02-01,0,874,5
201599,2024-02-01,2024-03-01,1,782,8
201600,2024-02-01,2024-02-01,0,362,10
201601,2024-02-01,2024-02-01,0,472,9
201601,2024-02-01,2024-03-01,1,142,11
201601,2024-02-01,2024-04-01,2,68,7
201602,2024-02-01,2024-02-01,0,610,7
201603,2024-02-01,2024-02-01,0,772,7
201603,2024-02-01,2024-03-01,1,825,7
201604,2024-02-01,2024-02-01,0,243,7
201604,2024-02-01,2024-03-01,1,244,9
201604,2024-02-01,2024-04-01,2,279,9
201604,2024-02-01,2024-05-01,3,228,8
201604,2024-02-01,2024-06-01,4,0,6
201604,2024-02-01,2024-07-01,5,300,8
201604,2024-02-01,2024-08-01,6,320,1
201605,2024-02-01,2024-02-01,0,846,9
201605,2024-02-01,2024-03-01,1,605,10
201605,2024-02-01,2024-04-01,2,637,8
201605,2024-02-01,2024-05-01,3,614,9
201606,2024-02-01,2024-02-01,0,897,7
201606,2024-02-01,2024-03-01,1,784,5
201607,2024-02-01,2024-02-01,0,588,11
201608,2024-02-01,2024-02-01,0,131,8
201608,2024-02-01,2024-03-01,1,150,5
201608,2024-02-01,2024-04-01,2,283,7
201609,2024-02-01,2024-02-01,0,278,5
201609,2024-02-01,2024-03-01,1,425,5
201610,2024-02-01,2024-02-01,0,394,9
201610,2024-02-01,2024-03-01,1,620,6
201610,2024-02-01,2024-04-01,2,413,7
201611,2024-02-01,2024-02-01,0,572,8
201611,2024-02-01,2024-03-01,1,300,8
201612,2024-02-01,2024-02-01,0,620,8
201613,2024-02-01,2024-02-01,0,344,10
201613,2024-02-01,2024-03-01,1,270,11
201614,2024-02-01,2024-02-01,0,832,7
201614,2024-02-01,2024-03-01,1,562,8
201614,2024-02-01,2024-04-01,2,362,5
201615,2024-02-01,2024-02-01,0,76,8
201615,2024-02-01,2024-03-01,1,280,6
201616,2024-02-01,2024-02-01,0,748,9
201616,2024-02-01,2024-03-01,1,485,5
201616,2024-02-01,2024-04-01,2,645,5
201617,2024-02-01,2024-02-01,0,928,8
201617,2024-02-01,2024-03-01,1,961,9
201617,2024-02-01,2024-04-01,2,682,8
201617,2024-02-01,2024-05-01,3,785,6
201617,2024-02-01,2024-06-01,4,653,7
201618,2024-02-01,2024-02-01,0,378,7
201618,2024-02-01,2024-03-01,1,571,8
201619,2024-02-01,2024-02-01,0,241,6
201620,2024-02-01,2024-02-01,0,659,8
201620,2024-02-01,2024-03-01,1,573,9
201620,2024-02-01,2024-04-01,2,547,8
201620,2024-02-01,2024-05-01,3,606,8
201620,2024-02-01,2024-06-01,4,460,5
201621,2024-02-01,2024-02-01,0,737,9
201621,2024-02-01,2024-03-01,1,790,10
201622,2024-02-01,2024-02-01,0,735,9
201622,2024-02-01,2024-03-01,1,538,7
201622,2024-02-01,2024-04-01,2,728,8
201622,2024-02-01,2024-05-01,3,794,5
201623,2024-02-01,2024-02-01,0,412,6
201623,2024-02-01,2024-03-01,1,717,5
201623,2024-02-01,2024-04-01,2,441,6
201624,2024-02-01,2024-02-01,0,384,13
201624,2024-02-01,2024-03-01,1,447,9
201624,2024-02-01,2024-04-01,2,372,6
201624,2024-02-01,2024-05-01,3,301,8
201624,2024-02-01,2024-06-01,4,281,6
201624,2024-02-01,2024-07-01,5,458,4
201625,2024-02-01,2024-02-01,0,653,10
201625,2024-02-01,2024-03-01,1,926,8
201625,2024-02-01,2024-04-01,2,849,7
201625,2024-02-01,2024-05-01,3,604,9
201626,2024-02-01,2024-02-01,0,800,9
201626,2024-02-01,2024-03-01,1,763,4
201626,2024-02-01,2024-04-01,2,928,7
201627,2024-02-01,2024-02-01,0,798,8
201628,2024-02-01,2024-02-01,0,67,8
201628,2024-02-01,2024-03-01,1,113,6
201629,2024-02-01,2024-02-01,0,719,8
201630,2024-02-01,2024-02-01,0,659,10
201630,2024-02-01,2024-03-01,1,374,9
201630,2024-02-01,2024-04-01,2,416,9
201630,2024-02-01,2024-05-01,3,603,7
201631,2024-02-01,2024-02-01,0,704,8
201631,2024-02-01,2024-03-01,1,800,5
201632,2024-02-01,2024-02-01,0,437,9
201632,2024-02-01,2024-03-01,1,514,7
201633,2024-02-01,2024-02-01,0,469,8
201633,2024-02-01,2024-03-01,1,317,5
201633,2024-02-01,2024-04-01,2,322,4
201634,2024-02-01,2024-02-01,0,587,10
201635,2024-02-01,2024-02-01,0,334,7
201636,2024-02-01,2024-02-01,0,477,11
201636,2024-02-01,2024-03-01,1,423,8
201637,2024-02-01,2024-02-01,0,600,10
201637,2024-02-01,2024-03-01,1,516,7
201637,2024-02-01,2024-04-01,2,404,4
201637,2024-02-01,2024-05-01,3,502,8
201638,2024-02-01,2024-02-01,0,168,8
201638,2024-02-01,2024-03-01,1,76,7
201639,2024-02-01,2024-02-01,0,513,11
201640,2024-02-01,2024-02-01,0,303,5
201640,2024-02-01,2024-03-01,1,324,9
201640,2024-02-01,2024-04-01,2,371,8
201640,2024-02-01,2024-05-01,3,393,4
201640,2024-02-01,2024-06-01,4,331,5
201640,2024-02-01,2024-07-01,5,413,5
201641,2024-02-01,2024-02-01,0,265,8
201642,2024-02-01,2024-02-01,0,432,7
201643,2024-02-01,2024-02-01,0,726,5
201643,2024-02-01,2024-03-01,1,652,6
201643,2024-02-01,2024-04-01,2,597,4
201643,2024-02-01,2024-05-01,3,507,9
201644,2024-02-01,2024-02-01,0,479,11
201644,2024-02-01,2024-03-01,1,376,6
201645,2024-02-01,2024-02-01,0,667,10
201645,2024-02-01,2024-03-01,1,690,10
201645,2024-02-01,2024-04-01,2,715,9
201645,2024-02-01,2024-05-01,3,484,9
201646,2024-02-01,2024-02-01,0,242,7
201647,2024-02-01,2024-02-01,0,531,3
201648,2024-02-01,2024-02-01,0,436,5
201648,2024-02-01,2024-03-01,1,668,8
201648,2024-02-01,2024-04-01,2,490,9
201649,2024-02-01,2024-02-01,0,924,7
201649,2024-02-01,2024-03-01,1,739,9
201649,2024-02-01,2024-04-01,2,1001,11
201649,2024-02-01,2024-05-01,3,957,8
201649,2024-02-01,2024-06-01,4,781,5
201649,2024-02-01,2024-07-01,5,680,10
201650,2024-02-01,2024-02-01,0,425,6
201650,2024-02-01,2024-03-01,1,474,7
201650,2024-02-01,2024-04-01,2,443,7
201651,2024-02-01,2024-02-01,0,993,10
201651,2024-02-01,2024-03-01,1,927,9
201652,2024-02-01,2024-02-01,0,287,7
201652,2024-02-01,2024-03-01,1,184,6
201653,2024-02-01,2024-02-01,0,808,11
201653,2024-02-01,2024-03-01,1,1067,7
201654,2024-02-01,2024-02-01,0,266,10
201655,2024-02-01,2024-02-01,0,391,8
201655,2024-02-01,2024-03-01,1,278,8
201655,2024-02-01,2024-04-01,2,270,6
201656,2024-02-01,2024-02-01,0,886,9
201656,2024-02-01,2024-03-01,1,721,8
201656,2024-02-01,2024-04-01,2,712,3
201656,2024-02-01,2024-05-01,3,752,8
201657,2024-02-01,2024-02-01,0,357,5
201657,2024-02-01,2024-03-01,1,71,6
201657,2024-02-01,2024-04-01,2,181,7
201658,2024-02-01,2024-02-01,0,87,11
201658,2024-02-01,2024-03-01,1,213,4
201658,2024-02-01,2024-04-01,2,188,6
201659,2024-02-01,2024-02-01,0,382,9
201659,2024-02-01,2024-03-01,1,82,11
201659,2024-02-01,2024-04-01,2,233,10
201659,2024-02-01,2024-05-01,3,241,6
201659,2024-02-01,2024-06-01,4,299,4
201660,2024-02-01,2024-02-01,0,149,7
201660,2024-02-01,2024-03-01,1,548,8
201660,2024-02-01,2024-04-01,2,205,2
201661,2024-02-01,2024-02-01,0,778,8
201661,2024-02-01,2024-03-01,1,759,8
201661,2024-02-01,2024-04-01,2,616,7
201661,2024-02-01,2024-05-01,3,711,6
201661,2024-02-01,2024-06-01,4,598,9
201661,2024-02-01,2024-07-01,5,689,5
201661,2024-02-01,2024-08-01,6,644,7
201662,2024-02-01,2024-02-01,0,744,12
201663,2024-02-01,2024-02-01,0,581,6
201663,2024-02-01,2024-03-01,1,801,8
201664,2024-02-01,2024-02-01,0,619,9
201664,2024-02-01,2024-03-01,1,605,9
201664,2024-02-01,2024-04-01,2,746,8
201664,2024-02-01,2024-05-01,3,583,6
201664,2024-02-01,2024-06-01,4,575,7
201665,2024-02-01,2024-02-01,0,542,9
201665,2024-02-01,2024-03-01,1,531,8
201665,2024-02-01,2024-04-01,2,575,4
201666,2024-02-01,2024-02-01,0,849,9
201666,2024-02-01,2024-03-01,1,1019,9
201666,2024-02-01,2024-04-01,2,864,5
201666,2024-02-01,2024-05-01,3,697,6
201667,2024-02-01,2024-02-01,0,715,9
201667,2024-02-01,2024-03-01,1,619,12
201668,2024-02-01,2024-02-01,0,340,10
201668,2024-02-01,2024-03-01,1,195,9
201668,2024-02-01,2024-04-01,2,402,9
201668,2024-02-01,2024-05-01,3,191,7
201669,2024-02-01,2024-02-01,0,610,8
201669,2024-02-01,2024-03-01,1,660,8
201670,2024-02-01,2024-02-01,0,574,10
201670,2024-02-01,2024-03-01,1,371,6
201671,2024-02-01,2024-02-01,0,242,8
201672,2024-02-01,2024-02-01,0,845,9
201672,2024-02-01,2024-03-01,1,721,6
201672,2024-02-01,2024-04-01,2,571,11
201673,2024-02-01,2024-02-01,0,899,8
201673,2024-02-01,2024-03-01,1,685,8
201673,2024-02-01,2024-04-01,2,696,9
201674,2024-02-01,2024-02-01,0,470,7
201674,2024-02-01,2024-03-01,1,446,7
201675,2024-02-01,2024-02-01,0,237,5
201676,2024-02-01,2024-02-01,0,297,12
201676,2024-02-01,2024-03-01,1,0,7
201676,2024-02-01,2024-04-01,2,382,9
201676,2024-02-01,2024-05-01,3,191,3
201676,2024-02-01,2024-06-01,4,0,4
201676,2024-02-01,2024-07-01,5,169,8
201676,2024-02-01,2024-08-01,6,295,8
201677,2024-02-01,2024-02-01,0,301,11
201677,2024-02-01,2024-03-01,1,157,5
201677,2024-02-01,2024-04-01,2,288,6
201677,2024-02-01,2024-05-01,3,88,6
201677,2024-02-01,2024-06-01,4,156,10
201677,2024-02-01,2024-07-01,5,194,5
201677,2024-02-01,2024-08-01,6,240,8
201678,2024-02-01,2024-02-01,0,181,11
201678,2024-02-01,2024-03-01,1,220,10
201679,2024-02-01,2024-02-01,0,238,9
201680,2024-02-01,2024-02-01,0,785,6
201680,2024-02-01,2024-03-01,1,671,12
201680,2024-02-01,2024-04-01,2,775,4
201680,2024-02-01,2024-05-01,3,607,10
201681,2024-02-01,2024-02-01,0,760,9
201681,2024-02-01,2024-03-01,1,716,10
201681,2024-02-01,2024-04-01,2,687,7
201682,2024-02-01,2024-02-01,0,533,10
201682,2024-02-01,2024-03-01,1,522,6
201682,2024-02-01,2024-04-01,2,301,10
201683,2024-02-01,2024-02-01,0,400,7
201683,2024-02-01,2024-03-01,1,407,9
201683,2024-02-01,2024-04-01,2,498,6
201684,2024-02-01,2024-02-01,0,602,8
201685,2024-02-01,2024-02-01,0,370,9
201685,2024-02-01,2024-03-01,1,340,8
201685,2024-02-01,2024-04-01,2,399,8
201685,2024-02-01,2024-05-01,3,442,3
201685,2024-02-01,2024-06-01,4,435,6
201685,2024-02-01,2024-07-01,5,462,6
201685,2024-02-01,2024-08-01,6,479,8
201686,2024-02-01,2024-02-01,0,347,10
201686,2024-02-01,2024-03-01,1,420,8
201686,2024-02-01,2024-04-01,2,269,5
201686,2024-02-01,2024-05-01,3,256,3
201687,2024-02-01,2024-02-01,0,636,10
201687,2024-02-01,2024-03-01,1,858,5
201688,2024-02-01,2024-02-01,0,235,6
201688,2024-02-01,2024-03-01,1,295,10
201688,2024-02-01,2024-04-01,2,157,6
201689,2024-02-01,2024-02-01,0,650,7
201690,2024-02-01,2024-02-01,0,324,7
201691,2024-02-01,2024-02-01,0,849,9
201692,2024-02-01,2024-02-01,0,806,12
201692,2024-02-01,2024-03-01,1,604,10
201692,2024-02-01,2024-04-01,2,553,10
201692,2024-02-01,2024-05-01,3,479,5
201692,2024-02-01,2024-06-01,4,624,7
201693,2024-02-01,2024-02-01,0,197,7
201693,2024-02-01,2024-03-01,1,344,8
201693,2024-02-01,2024-04-01,2,321,10
201694,2024-02-01,2024-02-01,0,964,11
201695,2024-02-01,2024-02-01,0,644,9
201696,2024-02-01,2024-02-01,0,730,12
201696,2024-02-01,2024-03-01,1,549,5
201696,2024-02-01,2024-04-01,2,687,6
201697,2024-02-01,2024-02-01,0,315,7
201697,2024-02-01,2024-03-01,1,724,9
201698,2024-02-01,2024-02-01,0,706,8
201698,2024-02-01,2024-03-01,1,696,8
201698,2024-02-01,2024-04-01,2,837,7
201698,2024-02-01,2024-05-01,3,990,8
201699,2024-02-01,2024-02-01,0,658,12
201700,2024-02-01,2024-02-01,0,296,10
201700,2024-02-01,2024-03-01,1,353,9
201701,2024-02-01,2024-02-01,0,708,5
201701,2024-02-01,2024-03-01,1,408,7
201702,2024-02-01,2024-02-01,0,766,10
201702,2024-02-01,2024-03-01,1,867,10
201702,2024-02-01,2024-04-01,2,704,8
201702,2024-02-01,2024-05-01,3,680,6
201702,2024-02-01,2024-06-01,4,707,8
201703,2024-02-01,2024-02-01,0,442,11
201703,2024-02-01,2024-03-01,1,284,6
201704,2024-02-01,2024-02-01,0,432,11
201704,2024-02-01,2024-03-01,1,476,6
201704,2024-02-01,2024-04-01,2,328,6
201704,2024-02-01,2024-05-01,3,485,8
201705,2024-02-01,2024-02-01,0,707,8
201706,2024-02-01,2024-02-01,0,496,8
201706,2024-02-01,2024-03-01,1,600,8
201707,2024-02-01,2024-02-01,0,513,11
201707,2024-02-01,2024-03-01,1,449,8
201708,2024-02-01,2024-02-01,0,138,9
201709,2024-02-01,2024-02-01,0,397,8
201709,2024-02-01,2024-03-01,1,394,4
201710,2024-02-01,2024-02-01,0,244,7
201710,2024-02-01,2024-03-01,1,378,8
201711,2024-02-01,2024-02-01,0,902,11
201711,2024-02-01,2024-03-01,1,724,12
201712,2024-02-01,2024-02-01,0,618,9
201712,2024-02-01,2024-03-01,1,575,10
201713,2024-02-01,2024-02-01,0,474,7
201713,2024-02-01,2024-03-01,1,564,7
201713,2024-02-01,2024-04-01,2,423,8
201713,2024-02-01,2024-05-01,3,298,11
201714,2024-02-01,2024-02-01,0,490,9
201715,2024-02-01,2024-02-01,0,797,9
201715,2024-02-01,2024-03-01,1,840,6
201715,2024-02-01,2024-04-01,2,807,10
201716,2024-02-01,2024-02-01,0,738,7
201717,2024-02-01,2024-02-01,0,481,9
201717,2024-02-01,2024-03-01,1,584,8
201717,2024-02-01,2024-04-01,2,433,8
201717,2024-02-01,2024-05-01,3,411,5
201718,2024-02-01,2024-02-01,0,854,9
201718,2024-02-01,2024-03-01,1,991,11
201719,2024-02-01,2024-02-01,0,432,8
201720,2024-02-01,2024-02-01,0,217,8
201720,2024-02-01,2024-03-01,1,357,7
201721,2024-02-01,2024-02-01,0,0,8
201722,2024-02-01,2024-02-01,0,308,7
201722,2024-02-01,2024-03-01,1,487,5
201722,2024-02-01,2024-04-01,2,488,4
201723,2024-02-01,2024-02-01,0,188,7
201723,2024-02-01,2024-03-01,1,317,7
201724,2024-02-01,2024-02-01,0,83,8
201724,2024-02-01,2024-03-01,1,295,10
201725,2024-02-01,2024-02-01,0,719,11
201725,2024-02-01,2024-03-01,1,540,8
201725,2024-02-01,2024-04-01,2,535,9
201726,2024-02-01,2024-02-01,0,531,10
201726,2024-02-01,2024-03-01,1,598,10
201726,2024-02-01,2024-04-01,2,727,4
201727,2024-02-01,2024-02-01,0,816,9
201727,2024-02-01,2024-03-01,1,570,9
201728,2024-02-01,2024-02-01,0,378,10
201728,2024-02-01,2024-03-01,1,131,7
201728,2024-02-01,2024-04-01,2,216,5
201728,2024-02-01,2024-05-01,3,137,4
201728,2024-02-01,2024-06-01,4,336,6
201728,2024-02-01,2024-07-01,5,169,3
201729,2024-02-01,2024-02-01,0,516,9
201729,2024-02-01,2024-03-01,1,312,9
201729,2024-02-01,2024-04-01,2,363,7
201729,2024-02-01,2024-05-01,3,385,6
201729,2024-02-01,2024-06-01,4,407,7
201730,2024-02-01,2024-02-01,0,789,7
201730,2024-02-01,2024-03-01,1,800,7
201731,2024-02-01,2024-02-01,0,475,7
201731,2024-02-01,2024-03-01,1,548,7
201732,2024-02-01,2024-02-01,0,638,9
201732,2024-02-01,2024-03-01,1,583,6
201732,2024-02-01,2024-04-01,2,591,8
201732,2024-02-01,2024-05-01,3,560,8
201732,2024-02-01,2024-06-01,4,538,5
201732,2024-02-01,2024-07-01,5,655,4
201733,2024-02-01,2024-02-01,0,167,12
201733,2024-02-01,2024-03-01,1,176,6
201734,2024-02-01,2024-02-01,0,777,6
201734,2024-02-01,2024-03-01,1,630,8
201734,2024-02-01,2024-04-01,2,859,8
201735,2024-02-01,2024-02-01,0,848,7
201735,2024-02-01,2024-03-01,1,930,4
201735,2024-02-01,2024-04-01,2,572,8
201735,2024-02-01,2024-05-01,3,698,7
201735,2024-02-01,2024-06-01,4,712,6
201735,2024-02-01,2024-07-01,5,581,3
201735,2024-02-01,2024-08-01,6,622,8
201736,2024-02-01,2024-02-01,0,274,6
201736,2024-02-01,2024-03-01,1,400,7
201736,2024-02-01,2024-04-01,2,345,6
201736,2024-02-01,2024-05-01,3,327,4
201737,2024-02-01,2024-02-01,0,919,8
201738,2024-02-01,2024-02-01,0,288,11
201739,2024-02-01,2024-02-01,0,1044,8
201740,2024-02-01,2024-02-01,0,597,6
201741,2024-02-01,2024-02-01,0,681,11
201741,2024-02-01,2024-03-01,1,517,8
201741,2024-02-01,2024-04-01,2,578,7
201741,2024-02-01,2024-05-01,3,683,7
201742,2024-02-01,2024-02-01,0,730,10
201742,2024-02-01,2024-03-01,1,718,11
201742,2024-02-01,2024-04-01,2,877,8
201742,2024-02-01,2024-05-01,3,604,9
201743,2024-02-01,2024-02-01,0,145,8
201744,2024-02-01,2024-02-01,0,841,7
201744,2024-02-01,2024-03-01,1,813,9
201745,2024-02-01,2024-02-01,0,592,9
201745,2024-02-01,2024-03-01,1,354,10
201745,2024-02-01,2024-04-01,2,625,9
201746,2024-02-01,2024-02-01,0,825,5
201746,2024-02-01,2024-03-01,1,980,11
201747,2024-02-01,2024-02-01,0,304,9
201747,2024-02-01,2024-03-01,1,600,8
201747,2024-02-01,2024-04-01,2,296,5
201747,2024-02-01,2024-05-01,3,402,8
201748,2024-02-01,2024-02-01,0,543,6
201748,2024-02-01,2024-03-01,1,457,8
201748,2024-02-01,2024-04-01,2,346,8
201748,2024-02-01,2024-05-01,3,484,8
201749,2024-02-01,2024-02-01,0,410,9
201749,2024-02-01,2024-03-01,1,328,11
201749,2024-02-01,2024-04-01,2,408,7
201750,2024-02-01,2024-02-01,0,136,6
201751,2024-02-01,2024-02-01,0,435,7
201751,2024-02-01,2024-03-01,1,315,8
201751,2024-02-01,2024-04-01,2,243,7
201751,2024-02-01,2024-05-01,3,117,7
201751,2024-02-01,2024-06-01,4,148,5
201751,2024-02-01,2024-07-01,5,191,6
201752,2024-02-01,2024-02-01,0,255,9
201752,2024-02-01,2024-03-01,1,386,9
201753,2024-02-01,2024-02-01,0,928,8
201754,2024-02-01,2024-02-01,0,493,9
201754,2024-02-01,2024-03-01,1,475,6
201754,2024-02-01,2024-04-01,2,455,7
201754,2024-02-01,2024-05-01,3,461,6
201754,2024-02-01,2024-06-01,4,296,9
201754,2024-02-01,2024-07-01,5,176,4
201755,2024-02-01,2024-02-01,0,715,6
201756,2024-02-01,2024-02-01,0,732,9
201756,2024-02-01,2024-03-01,1,878,7
201756,2024-02-01,2024-04-01,2,709,7
201756,2024-02-01,2024-05-01,3,696,7
201756,2024-02-01,2024-06-01,4,580,6
201757,2024-02-01,2024-02-01,0,419,8
201758,2024-02-01,2024-02-01,0,783,8
201758,2024-02-01,2024-03-01,1,670,5
201758,2024-02-01,2024-04-01,2,701,9
201758,2024-02-01,2024-05-01,3,770,7
201759,2024-02-01,2024-02-01,0,212,8
201760,2024-02-01,2024-02-01,0,905,8
201760,2024-02-01,2024-03-01,1,776,6
201760,2024-02-01,2024-04-01,2,839,7
201761,2024-02-01,2024-02-01,0,670,7
201761,2024-02-01,2024-03-01,1,656,11
201762,2024-02-01,2024-02-01,0,322,5
201762,2024-02-01,2024-03-01,1,420,7
201762,2024-02-01,2024-04-01,2,512,8
201762,2024-02-01,2024-05-01,3,419,9
201763,2024-02-01,2024-02-01,0,489,9
201763,2024-02-01,2024-03-01,1,553,8
201764,2024-02-01,2024-02-01,0,481,9
201764,2024-02-01,2024-03-01,1,719,8
201764,2024-02-01,2024-04-01,2,321,8
201764,2024-02-01,2024-05-01,3,496,7
201764,2024-02-01,2024-06-01,4,351,7
201765,2024-02-01,2024-02-01,0,775,7
201766,2024-02-01,2024-02-01,0,680,6
201766,2024-02-01,2024-03-01,1,726,9
201767,2024-02-01,2024-02-01,0,789,10
201768,2024-02-01,2024-02-01,0,345,7
201768,2024-02-01,2024-03-01,1,148,11
201768,2024-02-01,2024-04-01,2,253,7
201768,2024-02-01,2024-05-01,3,362,6
201768,2024-02-01,2024-06-01,4,73,8
201768,2024-02-01,2024-07-01,5,399,7
201769,2024-02-01,2024-02-01,0,962,10
201769,2024-02-01,2024-03-01,1,624,4
201769,2024-02-01,2024-04-01,2,812,7
201769,2024-02-01,2024-05-01,3,561,6
201769,2024-02-01,2024-06-01,4,673,7
201770,2024-02-01,2024-02-01,0,463,8
201770,2024-02-01,2024-03-01,1,644,9
201771,2024-02-01,2024-02-01,0,437,8
201772,2024-02-01,2024-02-01,0,224,12
201772,2024-02-01,2024-03-01,1,287,8
201773,2024-02-01,2024-02-01,0,810,7
201773,2024-02-01,2024-03-01,1,715,7
201773,2024-02-01,2024-04-01,2,844,9
201773,2024-02-01,2024-05-01,3,641,8
201774,2024-02-01,2024-02-01,0,451,5
201775,2024-02-01,2024-02-01,0,564,8
201775,2024-02-01,2024-03-01,1,769,6
201776,2024-02-01,2024-02-01,0,436,9
201776,2024-02-01,2024-03-01,1,333,7
201777,2024-02-01,2024-02-01,0,805,9
201777,2024-02-01,2024-03-01,1,983,8
201777,2024-02-01,2024-04-01,2,802,3
201777,2024-02-01,2024-05-01,3,884,5
201777,2024-02-01,2024-06-01,4,659,9
201778,2024-02-01,2024-02-01,0,553,7
201779,2024-02-01,2024-02-01,0,534,11
201780,2024-02-01,2024-02-01,0,765,11
201780,2024-02-01,2024-03-01,1,485,4
201781,2024-02-01,2024-02-01,0,538,10
201781,2024-02-01,2024-03-01,1,317,6
201781,2024-02-01,2024-04-01,2,340,11
201781,2024-02-01,2024-05-01,3,336,5
201781,2024-02-01,2024-06-01,4,592,5
201782,2024-02-01,2024-02-01,0,366,7
201783,2024-02-01,2024-02-01,0,0,8
201783,2024-02-01,2024-03-01,1,164,8
201783,2024-02-01,2024-04-01,2,200,4
201784,2024-02-01,2024-02-01,0,720,9
201785,2024-02-01,2024-02-01,0,853,7
201785,2024-02-01,2024-03-01,1,802,11
201785,2024-02-01,2024-04-01,2,964,9
201785,2024-02-01,2024-05-01,3,651,7
201785,2024-02-01,2024-06-01,4,663,7
201786,2024-02-01,2024-02-01,0,555,9
201786,2024-02-01,2024-03-01,1,548,9
201787,2024-02-01,2024-02-01,0,630,12
201787,2024-02-01,2024-03-01,1,750,9
201787,2024-02-01,2024-04-01,2,449,10
201788,2024-02-01,2024-02-01,0,527,8
201788,2024-02-01,2024-03-01,1,157,4
201788,2024-02-01,2024-04-01,2,89,9
201788,2024-02-01,2024-05-01,3,482,4
201788,2024-02-01,2024-06-01,4,561,4
201789,2024-02-01,2024-02-01,0,433,9
201790,2024-02-01,2024-02-01,0,378,7
201790,2024-02-01,2024-03-01,1,291,7
201790,2024-02-01,2024-04-01,2,285,5
201791,2024-02-01,2024-02-01,0,474,11
201791,2024-02-01,2024-03-01,1,669,6
201792,2024-02-01,2024-02-01,0,771,9
201793,2024-02-01,2024-02-01,0,466,5
201793,2024-02-01,2024-03-01,1,269,3
201793,2024-02-01,2024-04-01,2,395,8
201793,2024-02-01,2024-05-01,3,229,8
201793,2024-02-01,2024-06-01,4,43,4
201794,2024-02-01,2024-02-01,0,82,8
201794,2024-02-01,2024-03-01,1,163,7
201794,2024-02-01,2024-04-01,2,243,6
201795,2024-02-01,2024-02-01,0,609,9
201795,2024-02-01,2024-03-01,1,528,5
201795,2024-02-01,2024-04-01,2,578,4
201796,2024-02-01,2024-02-01,0,334,8
201797,2024-02-01,2024-02-01,0,441,9
201798,2024-02-01,2024-02-01,0,490,8
201798,2024-02-01,2024-03-01,1,499,8
